"RERO13S47","RERO19S47","RERO25S47","RERO12S47","RERO18S47","RERO24S47","RERO14S47","RERO20S47","RERO26S47","wustlid","xgrouprr","RERO6S47","PARTYID1S46","RERO9S47","RERO15S47","RERO21S47","RERO10S47","RERO16S47","RERO22S47","ppgender","ppethm","ppeducat","PARTYID2S46","PARTYID3S46","IDEOL1S46","POLKNOW1S30","POLKNOW2S30","POLKNOW3S30","POLKNOW5S30","POLKNOW6S30","POLKNOW7S30","POLKNOW12S30","POLKNOW13S30","POLKNOW17S30","POLKNOW18S30","POLKNOW21S30","POLKNOW22S30","POLKNOW23S30","POLKNOW24S30","POLKNOW25S30","ATTS7S27","IDEFS48","RERO7S47","ppagect4","oct2015wt1","income6","treatment","treatment2","pid3","pot.handling.binary","tax.handling.binary","defense.handling.binary","pot.handling","tax.handling","defense.handling","pot.candidate.binary","tax.candidate.binary","defense.candidate.binary","pot.candidate","tax.candidate","defense.candidate","pot.rol","tax.rol","defense.rol","pot.rol.binary","tax.rol.binary","defense.rol.binary","pot.leadership","tax.leadership","defense.leadership","pot.leadership.binary","tax.leadership.binary","defense.leadership.binary","pot.gtd","tax.gtd","defense.gtd","pot.gtd.binary","tax.gtd.binary","defense.gtd.binary","female","other","black","hispanic","college","age","pid7","pid7.rev","ideology7","ideology7.rev","correct1","correct2","correct3","correct5","correct6","correct7","correct8","correct9","correct10","correct11","correct12","correct13","correct14","correct15","correct16","sum.correct","pot.attitudes","defense.attitudes","tax.attitudes"
"not well at all","not well at all","not too well","not well at all","not well at all","not too well","not well at all","not well at all","not too well",1015249,"3","Disagree","Republican","neither approve nor disapprove","neither approve nor disapprove","disapprove","very unlikely","somewhat likely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Conservative","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","Don't know","agree","Disagree","Neither Agree nor Disagree","30-44",0.55,"$100,000 or more","unilateral",1,"gop",,,0,3,3,2,0,1,0,1,3,1,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,"30-44",-2,2,-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.29444444444444,1,-1,0
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",1015250,"2","Neither Agree nor Disagree","Independent","approve","disapprove","neither approve nor disapprove","somewhat likely","very unlikely","somewhat likely",1,"White, Non-Hispanic","High school",,"Democratic Party","Very liberal","Democrats","a two-thirds majority of both houses of Congress","four years","a filibuster","Joseph Biden","two terms","life terms","Antoni Scalia","the benefit program for senior citizens","Medicare","Don't know","conservatives","President","Democrat","Don't know","strongly agree","Disagree","Strongly agree","30-44",3.69,"$80,000-$99,999","control",,"ind",1,0,,4,2,3,1,0,1,3,1,3,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,"30-44",1,-1,3,-3,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0.294444444444444,2,-1,-2
,,,,,,,,,1015251,,,,,,,,,,2,"2+ Race, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015252,,,,,,,,,,1,"Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015253,,,,,,,,,,2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"60+",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,"60+",,,,,,,,,,,,,,,,,,,,,,,
"not well at all","not well at all","not well at all","not too well","not too well","not too well","quite well","quite well","quite well",1015254,"3","Strongly Disagree","Republican","disapprove","disapprove","disapprove","somewhat unlikely","somewhat unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Conservative","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","subsidies to farmers","a federation","conservatives","President","Democrat","was originally called the Bureau of the Budget","agree","Agree","Neither Agree nor Disagree","60+",0.32,"$80,000-$99,999","unilateral",1,"gop",0,0,0,2,2,2,0,0,0,2,2,2,1,1,1,0,0,0,2,2,2,0,0,0,3,3,3,1,1,1,0,0,0,0,1,"60+",-3,3,-2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4.29444444444444,1,1,0
"not well at all","not well at all","not too well","not well at all","not well at all","quite well","not well at all","not well at all","quite well",1015318,"2","Neither Agree nor Disagree","Republican","strongly disapprove","disapprove","approve","very unlikely","very unlikely","somewhat likely",1,"White, Non-Hispanic","Some college","Strong",,"Moderate","Democrats","a two-thirds majority of one house of Congress","four years","enrollment","John Boehner","two terms","two-year terms","Mitt Romney","the responsibility of the Department of Defense","Don't know","Don't know","Don't know","Don't know","Democrat","Don't know","agree","Strongly Agree","Neither Agree nor Disagree","60+",0.21,"$10,000-$29,999","control",,"gop",0,0,1,1,2,4,0,0,1,1,1,3,1,1,2,0,0,0,1,1,3,0,0,1,1,1,3,0,0,1,0,0,0,0,0,"60+",-3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-7.70555555555556,1,2,0
,,,,,,,,,1015319,,,,,,,,,,1,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$100,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"extremely well","not well at all","not too well","extremely well","not well at all","not too well","extremely well","not well at all","not too well",1015320,"2","Strongly Disagree","Republican","neither approve nor disapprove","strongly disapprove","disapprove","somewhat likely","very unlikely","somewhat unlikely",1,"Hispanic","Some college","Not Very Strong",,"Slightly conservative","Republicans","a two-thirds majority of both houses of Congress","four years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","funded by the personal income tax","aid to foreign countries","a communist system","conservatives","President","Democrat","was originally called the Bureau of the Budget","strongly disagree","Agree","Strongly agree","45-59",0.54,"$50,000-$79,999","control",,"gop",,0,0,3,1,2,1,0,0,3,1,2,4,1,2,1,0,0,4,1,2,1,0,0,4,1,2,1,0,0,0,0,0,1,0,"45-59",-2,2,-1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1.29444444444444,-2,1,-2
,,,,,,,,,1015321,,,,,,,,,,2,"Hispanic","Bachelor's degree or higher",,,,"Republicans","Don't know","Don't know","a veto","Joseph Biden","two terms","Don't know","Hillary Clinton","the responsibility of the Department of Defense","Medicare","Don't know","Don't know","Supreme Court","Democrat","Don't know","agree",,,"18-29",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,"18-29",,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,-4.70555555555556,1,,
"not well at all","not well at all","not well at all","not well at all","not well at all","not well at all","not well at all","not well at all","not well at all",1015322,"3","Disagree","Republican","strongly disapprove","strongly disapprove","disapprove","very unlikely","very unlikely","somewhat unlikely",1,"White, Non-Hispanic","Some college","Not Very Strong",,"Conservative","Democrats","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","was originally called the Bureau of the Budget","disagree","Disagree","Strongly Disagree","45-59",0.34,"$80,000-$99,999","unilateral",1,"gop",0,0,0,1,1,2,0,0,0,1,1,2,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"45-59",-2,2,-2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.29444444444444,-1,-1,2
,,,,,,,,,1015323,,,,,,,,,,2,"2+ Race, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
"quite well","quite well","not too well","not too well","not well at all","quite well","not too well","quite well","not too well",1015324,"2","Neither Agree nor Disagree","Democrat","approve","disapprove","disapprove","somewhat unlikely","very unlikely","very unlikely",1,"Other, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Very liberal","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","is headed by the Secretary of the Treasury","neither agree nor disagree","Neither Agree nor Disagree","Strongly agree","30-44",0.83,"$100,000 or more","control",,"dem",1,0,0,4,2,2,0,0,0,2,1,1,3,3,2,1,1,0,2,1,3,0,0,1,2,3,2,0,1,0,0,1,0,0,1,"30-44",2,-2,3,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.29444444444444,0,0,-2
,,,,,,,,,1015325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"quite well","quite well","not too well","quite well","quite well","not too well","quite well","quite well","quite well",1015326,"3","Agree","Other, please specify:","approve","disapprove","neither approve nor disapprove","somewhat likely","somewhat unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,,"Very liberal","Republicans","a two-thirds majority of one house of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","is an arm of Congress","strongly agree","Disagree","Agree","45-59",0.82,"$100,000 or more","unilateral",1,,1,0,,4,2,3,1,0,0,3,2,2,3,3,2,1,1,0,3,3,2,1,1,0,3,3,3,1,1,1,0,0,0,0,1,"45-59",,,3,-3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3.29444444444444,2,-1,-1
,,,,,,,,,1015384,,,,,,,,,,2,"Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,"30-44",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015385,,,"Independent",,,,,,,2,"2+ Race, Non-Hispanic","High school",,"Republican Party","Slightly conservative","Democrats","a two-thirds majority of both houses of Congress","six years","a veto","Joseph Biden","three terms","life terms","Refused","funded by the personal income tax","education","a unitary system","liberals","Vice President","Democrat","is an arm of Congress","agree","Agree",,"18-29",,"$30,000-$49,999",,,"ind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,"18-29",-1,1,-1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-4.70555555555556,1,1,
,,,,,,,,,1015386,,,,,,,,,,1,"Hispanic","Less than high school",,,,"Democrats","Don't know","six years","Don't know","Joseph Biden","any number of terms","Don't know","John Roberts","the benefit program for senior citizens","Don't know","Refused","Refused","National Security Council","Democrat","Don't know","don't know",,,"45-59",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"45-59",,,,,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,-4.70555555555556,,,
,,,,,,,,,1015387,,,,,,,,,,2,"White, Non-Hispanic","Some college",,,,"Democrats","Don't know","four years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","aid to foreign countries","Don't know","conservatives","President","Democrat","Don't know","strongly disagree",,,"45-59",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"45-59",,,,,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,-0.705555555555556,-2,,
"not too well","quite well","not too well","not too well","quite well","not too well","not too well","quite well","not too well",1015388,"6","Disagree","Other, please specify:","approve","neither approve nor disapprove","disapprove","somewhat likely","somewhat likely","somewhat unlikely",2,"Hispanic","Some college",,,"Don’t know","Don't know","a two-thirds majority of one house of Congress","four years","Don't know","Don't know","two terms","two-year terms","Don't know","funded by the personal income tax","Medicare","Don't know","Don't know","President","Republican","is headed by the Secretary of the Treasury","disagree","Disagree","Agree","18-29",0.7,"$10,000-$29,999","bilateral",0,,1,,0,4,3,2,1,1,0,3,3,2,2,3,2,0,1,0,2,3,2,0,1,0,2,3,2,0,1,0,1,0,0,1,0,"18-29",,,,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-6.70555555555556,-1,-1,-1
,,,,,,,,,1015445,,,,,,,,,,1,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$100,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015446,,,,,,,,,,1,"Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015447,,,,,,,,,,1,"Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$80,000-$99,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"quite well","quite well","quite well","quite well","quite well","quite well","extremely well","not too well","quite well",1015448,"5","Agree","Independent","approve","disapprove","approve","somewhat likely","very unlikely","somewhat likely",1,"White, Non-Hispanic","Bachelor's degree or higher",,"Democratic Party","Liberal","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","is headed by the Secretary of the Treasury","disagree","Neither Agree nor Disagree","Agree","60+",1.38,"$100,000 or more","bilateral",0,"ind",1,0,1,4,2,4,1,0,1,3,1,3,3,3,3,1,1,1,3,3,3,1,1,1,4,2,3,1,0,1,0,0,0,0,1,"60+",1,-1,2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.29444444444444,-1,0,-1
,,,,,,,,,1015449,,,,,,,,,,1,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
"not well at all","not well at all","not well at all","not too well","not too well","not too well","not too well","not too well","not too well",1015450,"3","Strongly Disagree","Independent","disapprove","disapprove","disapprove","somewhat unlikely","very unlikely","very unlikely",1,"White, Non-Hispanic","High school",,"Republican Party","Don’t know","Don't know","a two-thirds majority of one house of Congress","eight years","Don't know","Joseph Biden","two terms","life terms","Don't know","funded by the personal income tax","aid to foreign countries","Don't know","Don't know","President","Republican","is headed by the Secretary of the Treasury","neither agree nor disagree","Neither Agree nor Disagree","Agree","45-59",3.72,"$80,000-$99,999","unilateral",1,"ind",0,0,0,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,"45-59",-1,1,,,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,-5.70555555555556,0,0,-1
"quite well","quite well","quite well","not too well","quite well","quite well","not too well","not too well","not too well",1015451,"5","Strongly Disagree","Republican","approve","approve","approve","somewhat unlikely","somewhat likely","somewhat likely",1,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Conservative","Republicans","Don't know","Don't know","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","Don't know","disagree","Neither Agree nor Disagree","Strongly Disagree","60+",0.33,"$100,000 or more","bilateral",0,"gop",1,1,1,4,4,4,0,1,1,2,3,3,3,3,3,1,1,1,2,3,3,0,1,1,2,2,2,0,0,0,0,0,0,0,1,"60+",-2,2,-2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2.29444444444444,-1,0,2
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",1015452,"1","Strongly Disagree","Independent","strongly approve","neither approve nor disapprove","strongly disapprove","very likely","somewhat unlikely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,"Republican Party","Conservative","Democrats","a two-thirds majority of both houses of Congress","six years","Don't know","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","Don't know","agree","Neither Agree nor Disagree","Agree","45-59",0.51,"$100,000 or more","control",,"ind",1,,0,5,3,1,1,0,0,4,2,1,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,1,"45-59",-1,1,-2,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2.29444444444444,1,0,-1
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",1015453,"1","Strongly Disagree","Independent","neither approve nor disapprove","approve","disapprove","somewhat unlikely","somewhat likely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,"Republican Party","Moderate","Republicans","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","two terms","life terms","John Roberts","the benefit program for senior citizens","Medicare","a federation","conservatives","President","Democrat","is headed by the Secretary of the Treasury","disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","60+",0.48,"$100,000 or more","control",,"ind",,1,0,3,4,2,0,1,0,2,3,2,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,1,"60+",-1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.29444444444444,-1,0,0
,,,,,,,,,1015577,,,,,,,,,,2,"White, Non-Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"not well at all","not well at all","not well at all","not too well","not too well","not too well","not too well","not too well","not too well",1015578,"3","Strongly agree","Independent","strongly disapprove","disapprove","disapprove","very unlikely","very unlikely","very unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher",,"Republican Party","Conservative","Democrats","a two-thirds majority of both houses of Congress","six years","a filibuster","Joseph Biden","Refused","life terms","Don't know","Don't know","Don't know","a federation","conservatives","President","Refused","Don't know","strongly disagree",,"Disagree","45-59",0.54,"$100,000 or more","unilateral",1,"ind",0,0,0,1,2,2,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,0,1,"45-59",-1,1,-2,2,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,-1.70555555555556,-2,,1
,,,,,,,,,1015579,,,,,,,,,,1,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$100,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,"45-59",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015580,,,,,,,,,,1,"White, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$30,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015581,,,,,,,,,,1,"White, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015582,,,,,,,,,,2,"Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
"quite well","not too well","quite well","quite well","not too well","not too well","quite well","not too well","not too well",1015583,"1","Neither Agree nor Disagree","Democrat","strongly approve","neither approve nor disapprove","disapprove","very likely","somewhat likely","somewhat likely",2,"White, Non-Hispanic","Some college","Not Very Strong",,"Liberal","Don't know","a two-thirds majority of one house of Congress","six years","a veto","John Boehner","two terms","Don't know","Don't know","the benefit program for senior citizens","aid to foreign countries","Don't know","socialists","President","Democrat","is headed by the Secretary of the Treasury","strongly agree","Neither Agree nor Disagree","Neither Agree nor Disagree","30-44",0.43,"$10,000-$29,999","control",,"dem",1,,0,5,3,2,1,1,1,4,3,3,3,2,3,1,0,1,3,2,2,1,0,0,3,2,2,1,0,0,1,0,0,0,0,"30-44",2,-2,2,-2,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-4.70555555555556,2,0,0
,,,,,,,,,1015584,,,,,,,,,,1,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"45-59",,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015585,,,,,,,,,,2,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"60+",,"$100,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"60+",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015586,,,,,,,,,,1,"Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015656,,,,,,,,,,2,"White, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"60+",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"60+",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015657,,,,,,,,,,1,"Black, Non-Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015658,,,,,,,,,,1,"Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$100,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,"18-29",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015659,,,,,,,,,,1,"Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"18-29",,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015660,,,,,,,,,,1,"Other, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,"30-44",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1015765,,,,,,,,,,1,"Black, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$80,000-$99,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",1015767,"4","Disagree","Republican","strongly approve","neither approve nor disapprove","approve","very likely","somewhat likely","somewhat likely",1,"White, Non-Hispanic","Some college","Not Very Strong",,"Slightly conservative","Republicans","a two-thirds majority of both houses of Congress","four years","a filibuster","Joseph Biden","two terms","life terms","Antoni Scalia","the benefit program for senior citizens","Medicare","Don't know","conservatives","President","Democrat","Don't know","strongly agree","Agree","Disagree","45-59",0.45,"$50,000-$79,999","unilateral",1,"gop",1,,1,5,3,4,1,1,1,4,3,3,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,"45-59",-2,2,-1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1.29444444444444,2,1,1
